id	label
329	C0002962
330	C0002963
331	C0002965
332	C0002982
333	C0002986
334	C0002992
335	C0002994
336	C0003001
337	C0003009
338	C0003015
339	C0003036
340	C0003076
341	C0003079
342	C0003081
343	C0003082
344	C0003113
345	C0003119
346	C0003123
347	C0003125
348	C0003128
349	C0003138
350	C0003143
351	C0003144
352	C0003152
353	C0003158
354	C0003161
355	C0003162
356	C0003163
357	C0003166
358	C0003174
359	C0003175
360	C0003191
361	C0003195
362	C0003204
363	C0003209
364	C0003211
365	C0003216
366	C0003277
367	C0003280
368	C0003286
369	C0003289
370	C0003290
371	C0003297
372	C0003308
373	C0003313
374	C0003315
375	C0003320
376	C0003321
377	C0003323
378	C0003330
379	C0003331
380	C0003337
381	C0003364
382	C0003372
383	C0003374
384	C0003380
385	C0003382
386	C0003383
387	C0003384
388	C0003385
389	C0003387
390	C0003391
391	C0003392
392	C0003402
393	C0003405
394	C0003416
395	C0003420
396	C0003431
397	C0003440
398	C0003445
399	C0003448
400	C0003449
401	C0003450
402	C0003451
403	C0003460
404	C0003462
405	C0003463
406	C0003466
407	C0003469
408	C0003477
409	C0003486
410	C0003490
411	C0003492
412	C0003493
413	C0003496
414	C0003504
415	C0003507
416	C0003509
417	C0003516
418	C0003521
419	C0003524
420	C0003534
421	C0003537
422	C0003550
423	C0003564
424	C0003578
425	C0003593
426	C0003595
427	C0003596
428	C0003614
429	C0003615
430	C0003620
431	C0003635
432	C0003639
433	C0003640
434	C0003641
435	C0003674
436	C0003679
437	C0003695
438	C0003701
439	C0003708
440	C0003723
441	C0003753
442	C0003765
443	C0003779
444	C0003782
445	C0003803
446	C0003811
447	C0003813
448	C0003815
449	C0003816
450	C0003818
451	C0003819
452	C0003830
453	C0003838
454	C0003850
455	C0003851
456	C0003857
457	C0003860
458	C0003862
459	C0003864
460	C0003868
461	C0003869
462	C0003872
463	C0003873
464	C0003886
465	C0003892
466	C0003910
467	C0003947
468	C0003949
469	C0003950
470	C0003962
471	C0003968
472	C0003969
473	C0003993
474	C0003995
475	C0003999
476	C0004015
477	C0004030
478	C0004031
479	C0004037
480	C0004044
481	C0004045
482	C0004057
483	C0004093
484	C0004096
485	C0004099
486	C0004106
487	C0004114
488	C0004134
489	C0004135
490	C0004144
491	C0004147
492	C0004153
493	C0004158
494	C0004161
495	C0004234
496	C0004237
497	C0004238
498	C0004239
499	C0004245
500	C0004259
501	C0004260
502	C0004261
503	C0004310
504	C0004320
505	C0004352
506	C0004364
507	C0004380
508	C0004381
509	C0004471
510	C0004472
511	C0004475
512	C0004482
513	C0004483
514	C0004484
515	C0004490
516	C0004494
517	C0004499
518	C0004501
519	C0004504
520	C0004509
521	C0004519
522	C0004521
523	C0004576
524	C0004599
525	C0004604
526	C0004609
527	C0004610
528	C0004615
529	C0004623
530	C0004626
531	C0004630
532	C0004659
533	C0004669
534	C0004698
535	C0004714
536	C0004743
537	C0004745
538	C0004749
539	C0004760
540	C0004763
541	C0004771
542	C0004775
543	C0004779
544	C0004782
545	C0004886
546	C0004903
547	C0004905
548	C0004906
549	C0004920
550	C0004936
551	C0004943
552	C0004954
553	C0004960
554	C0004962
555	C0004963
556	C0004975
557	C0005009
558	C0005011
559	C0005013
560	C0005014
561	C0005018
562	C0005023
563	C0005024
564	C0005025
565	C0005026
566	C0005027
567	C0005029
568	C0005035
569	C0005036
570	C0005038
571	C0005047
572	C0005050
573	C0005052
574	C0005058
575	C0005059
576	C0005064
577	C0005068
578	C0005076
579	C0005082
580	C0005084
581	C0005086
582	C0005088
583	C0005096
584	C0005098
585	C0005099
586	C0005100
587	C0005107
588	C0005116
589	C0005117
590	C0005122
591	C0005129
592	C0005138
593	C0005139
594	C0005210
595	C0005283
596	C0005301
597	C0005304
598	C0005308
599	C0005310
600	C0005311
601	C0005320
602	C0005321
603	C0005324
604	C0005330
605	C0005367
606	C0005372
607	C0005382
608	C0005391
609	C0005395
610	C0005396
611	C0005398
612	C0005404
613	C0005416
614	C0005424
615	C0005426
616	C0005437
617	C0005446
618	C0005522
619	C0005533
620	C0005562
621	C0005575
622	C0005578
623	C0005580
624	C0005586
625	C0005591
626	C0005612
627	C0005627
628	C0005632
629	C0005640
630	C0005642
631	C0005659
632	C0005660
633	C0005661
634	C0005683
635	C0005686
636	C0005689
637	C0005690
638	C0005694
639	C0005695
640	C0005697
641	C0005699
642	C0005716
643	C0005739
644	C0005740
645	C0005741
646	C0005744
647	C0005745
648	C0005747
649	C0005758
650	C0005779
651	C0005802
652	C0005818
653	C0005836
654	C0005859
655	C0005887
656	C0005904
657	C0005910
658	C0005911
659	C0005938
660	C0005940
661	C0005941
662	C0005942
663	C0005943
664	C0005944
665	C0005956
666	C0005967
667	C0005974
668	C0005982
669	C0006012
670	C0006015
671	C0006020
672	C0006021
673	C0006030
674	C0006035
675	C0006044
676	C0006050
677	C0006051
678	C0006054
679	C0006055
680	C0006057
681	C0006079
682	C0006105
683	C0006109
684	C0006110
685	C0006111
686	C0006112
687	C0006114
688	C0006118
689	C0006145
690	C0006167
691	C0006168
692	C0006212
693	C0006213
694	C0006215
695	C0006220
696	C0006223
697	C0006230
698	C0006233
699	C0006241
700	C0006246
701	C0006261
702	C0006264
703	C0006266
704	C0006267
705	C0006271
706	C0006272
707	C0006277
708	C0006280
709	C0006285
710	C0006287
711	C0006309
712	C0006312
713	C0006325
714	C0006339
715	C0006350
716	C0006351
717	C0006364
718	C0006370
719	C0006376
720	C0006384
721	C0006385
722	C0006388
723	C0006400
724	C0006403
725	C0006405
726	C0006408
727	C0006413
728	C0006430
729	C0006434
730	C0006435
731	C0006444
732	C0006456
733	C0006462
734	C0006463
735	C0006464
736	C0006466
737	C0006467
738	C0006470
739	C0006474
740	C0006488
741	C0006491
742	C0006493
743	C0006494
744	C0006506
745	C0006507
746	C0006514
747	C0006519
748	C0006521
749	C0006525
750	C0006542
751	C0006560
752	C0006610
753	C0006625
754	C0006628
755	C0006632
756	C0006635
757	C0006639
758	C0006643
759	C0006644
760	C0006657
761	C0006663
762	C0006668
763	C0006674
764	C0006675
765	C0006681
766	C0006684
767	C0006686
768	C0006692
769	C0006699
770	C0006700
771	C0006705
772	C0006706
773	C0006710
774	C0006711
775	C0006720
776	C0006726
777	C0006736
778	C0006809
779	C0006812
780	C0006818
781	C0006834
782	C0006837
783	C0006840
784	C0006845
785	C0006846
786	C0006849
787	C0006863
788	C0006864
789	C0006882
790	C0006886
791	C0006895
792	C0006920
793	C0006931
794	C0006937
795	C0006938
796	C0006945
797	C0006947
798	C0006948
799	C0006949
800	C0006974
801	C0006976
802	C0006979
803	C0006982
804	C0006983
805	C0006992
806	C0006995
807	C0007001
808	C0007004
809	C0007009
810	C0007012
811	C0007016
812	C0007018
813	C0007020
814	C0007022
815	C0007036
816	C0007043
817	C0007047
818	C0007053
819	C0007066
820	C0007072
821	C0007093
822	C0007095
823	C0007097
824	C0007098
825	C0007099
826	C0007117
827	C0007120
828	C0007121
829	C0007124
830	C0007125
831	C0007129
832	C0007130
833	C0007131
834	C0007133
835	C0007134
836	C0007137
837	C0007138
838	C0007140
839	C0007143
840	C0007158
841	C0007166
842	C0007177
843	C0007188
844	C0007192
845	C0007193
846	C0007194
847	C0007196
848	C0007209
849	C0007220
850	C0007222
851	C0007248
852	C0007250
853	C0007257
854	C0007258
855	C0007267
856	C0007273
857	C0007274
858	C0007282
859	C0007286
860	C0007289
861	C0007299
862	C0007302
863	C0007308
864	C0007309
865	C0007332
866	C0007343
867	C0007350
868	C0007366
869	C0007370
870	C0007384
871	C0007398
872	C0007404
873	C0007406
874	C0007407
875	C0007412
876	C0007413
877	C0007422
878	C0007453
879	C0007462
880	C0007527
881	C0007528
882	C0007537
883	C0007538
884	C0007541
885	C0007545
886	C0007546
887	C0007549
888	C0007550
889	C0007551
890	C0007552
891	C0007554
892	C0007555
893	C0007556
894	C0007557
895	C0007559
896	C0007560
897	C0007561
898	C0007562
899	C0007570
900	C0007578
901	C0007621
902	C0007622
903	C0007642
904	C0007648
905	C0007649
906	C0007680
907	C0007682
908	C0007684
909	C0007710
910	C0007714
911	C0007716
912	C0007721
913	C0007727
914	C0007735
915	C0007737
916	C0007738
917	C0007745
918	C0007758
919	C0007760
920	C0007762
921	C0007766
922	C0007772
923	C0007774
924	C0007781
925	C0007785
926	C0007786
927	C0007787
928	C0007789
929	C0007814
930	C0007815
931	C0007820
932	C0007839
933	C0007859
934	C0007860
935	C0007867
936	C0007868
937	C0007871
938	C0007873
939	C0007886
940	C0007894
941	C0007930
942	C0007933
943	C0007935
944	C0007947
945	C0007955
946	C0007959
947	C0007971
948	C0007974
949	C0008024
950	C0008031
951	C0008039
952	C0008049
953	C0008058
954	C0008066
955	C0008073
956	C0008074
957	C0008087
958	C0008149
959	C0008153
960	C0008161
961	C0008162
962	C0008163
963	C0008164
964	C0008168
965	C0008172
966	C0008174
967	C0008183
968	C0008184
969	C0008188
970	C0008195
971	C0008196
972	C0008203
973	C0008209
974	C0008211
975	C0008214
976	C0008216
977	C0008217
978	C0008221
979	C0008223
980	C0008225
981	C0008232
982	C0008238
983	C0008240
984	C0008241
985	C0008257
986	C0008260
987	C0008267
988	C0008269
989	C0008273
990	C0008275
991	C0008278
992	C0008280
993	C0008281
994	C0008283
995	C0008286
996	C0008287
997	C0008290
998	C0008292
999	C0008293
1000	C0008294
1001	C0008296
1002	C0008297
1003	C0008309
1004	C0008311
1005	C0008313
1006	C0008318
1007	C0008325
1008	C0008340
1009	C0008350
1010	C0008354
1011	C0008356
1012	C0008370
1013	C0008372
1014	C0008377
1015	C0008381
1016	C0008387
1017	C0008395
1018	C0008402
1019	C0008405
1020	C0008412
1021	C0008425
1022	C0008428
1023	C0008445
1024	C0008454
1025	C0008466
1026	C0008479
1027	C0008487
1028	C0008489
1029	C0008495
1030	C0008497
1031	C0008513
1032	C0008519
1033	C0008521
1034	C0008522
1035	C0008525
1036	C0008526
1037	C0008533
1038	C0008542
1039	C0008543
1040	C0008555
1041	C0008574
1042	C0008575
1043	C0008582
1044	C0008593
1045	C0008625
1046	C0008626
1047	C0008629
1048	C0008677
1049	C0008679
1050	C0008721
1051	C0008728
1052	C0008732
1053	C0008733
1054	C0008775
1055	C0008776
1056	C0008777
1057	C0008783
1058	C0008788
1059	C0008793
1060	C0008801
1061	C0008803
1062	C0008806
1063	C0008809
1064	C0008838
1065	C0008845
1066	C0008846
1067	C0008861
1068	C0008864
1069	C0008924
1070	C0008925
1071	C0008928
1072	C0008929
1073	C0008932
1074	C0008947
1075	C0008992
1076	C0008996
1077	C0009002
1078	C0009003
1079	C0009008
1080	C0009010
1081	C0009011
1082	C0009014
1083	C0009021
1084	C0009025
1085	C0009026
1086	C0009033
1087	C0009035
1088	C0009053
1089	C0009062
1090	C0009071
1091	C0009073
1092	C0009074
1093	C0009077
1094	C0009079
1095	C0009081
1096	C0009088
1097	C0009131
1098	C0009137
1099	C0009148
1100	C0009170
1101	C0009186
1102	C0009187
1103	C0009197
1104	C0009207
1105	C0009213
1106	C0009214
1107	C0009217
1108	C0009223
1109	C0009237
1110	C0009241
1111	C0009255
1112	C0009262
1113	C0009279
1114	C0009315
1115	C0009316
1116	C0009319
1117	C0009324
1118	C0009326
1119	C0009363
1120	C0009373
1121	C0009374
1122	C0009375
1123	C0009376
1124	C0009377
1125	C0009398
1126	C0009404
1127	C0009405
1128	C0009421
1129	C0009426
1130	C0009440
1131	C0009443
1132	C0009447
1133	C0009450
1134	C0009460
1135	C0009492
1136	C0009519
1137	C0009663
1138	C0009676
1139	C0009742
1140	C0009759
1141	C0009763
1142	C0009766
1143	C0009768
1144	C0009774
1145	C0009782
1146	C0009792
1147	C0009806
1148	C0009871
1149	C0009873
1150	C0009905
1151	C0009906
1152	C0009907
1153	C0009908
1154	C0009909
1155	C0009910
1156	C0009917
1157	C0009924
1158	C0009938
1159	C0009946
1160	C0009952
1161	C0009968
1162	C0009975
1163	C0010029
1164	C0010034
1165	C0010035
1166	C0010037
1167	C0010038
1168	C0010043
1169	C0010051
1170	C0010054
1171	C0010068
1172	C0010072
1173	C0010073
1174	C0010074
1175	C0010124
1176	C0010132
1177	C0010137
1178	C0010139
1179	C0010153
1180	C0010192
1181	C0010194
1182	C0010200
1183	C0010203
1184	C0010206
1185	C0010207
1186	C0010209
1187	C0010246
1188	C0010266
1189	C0010269
1190	C0010273
1191	C0010278
1192	C0010286
1193	C0010294
1194	C0010308
1195	C0010314
1196	C0010340
1197	C0010346
1198	C0010356
1199	C0010369
1200	C0010372
1201	C0010380
1202	C0010403
1203	C0010414
1204	C0010417
1205	C0010418
1206	C0010460
1207	C0010461
1208	C0010464
1209	C0010467
1210	C0010481
1211	C0010495
1212	C0010502
1213	C0010503
1214	C0010505
1215	C0010520
1216	C0010523
1217	C0010524
1218	C0010525
1219	C0010526
1220	C0010547
1221	C0010557
1222	C0010558
1223	C0010560
1224	C0010566
1225	C0010568
1226	C0010572
1227	C0010581
1228	C0010582
1229	C0010583
1230	C0010587
1231	C0010589
1232	C0010590
1233	C0010592
1234	C0010594
1235	C0010620
1236	C0010621
1237	C0010631
1238	C0010633
1239	C0010637
1240	C0010648
1241	C0010652
1242	C0010654
1243	C0010658
1244	C0010665
1245	C0010674
1246	C0010678
1247	C0010682
1248	C0010691
1249	C0010692
1250	C0010695
1251	C0010701
1252	C0010709
1253	C0010711
1254	C0010715
1255	C0010725
1256	C0010738
1257	C0010763
1258	C0010823
1259	C0010843
1260	C0010858
1261	C0010868
1262	C0010927
1263	C0010934
1264	C0010961
1265	C0010964
1266	C0010976
1267	C0010977
1268	C0010980
1269	C0011015
1270	C0011037
1271	C0011038
1272	C0011041
1273	C0011053
1274	C0011057
1275	C0011064
1276	C0011065
1277	C0011071
1278	C0011082
1279	C0011090
1280	C0011103
1281	C0011119
1282	C0011127
1283	C0011134
1284	C0011145
1285	C0011148
1286	C0011156
1287	C0011161
1288	C0011168
1289	C0011175
1290	C0011177
1291	C0011185
1292	C0011206
1293	C0011226
1294	C0011228
1295	C0011259
1296	C0011263
1297	C0011265
1298	C0011269
1299	C0011276
1300	C0011279
1301	C0011303
1302	C0011311
1303	C0011334
1304	C0011351
1305	C0011389
1306	C0011401
1307	C0011407
1308	C0011476
1309	C0011479
1310	C0011501
1311	C0011503
1312	C0011570
1313	C0011581
1314	C0011602
1315	C0011603
1316	C0011606
1317	C0011608
1318	C0011609
1319	C0011615
1320	C0011616
1321	C0011625
1322	C0011630
1323	C0011633
1324	C0011685
1325	C0011689
1326	C0011701
1327	C0011702
1328	C0011704
1329	C0011705
1330	C0011707
1331	C0011710
1332	C0011740
1333	C0011777
1334	C0011782
1335	C0011785
1336	C0011786
1337	C0011793
1338	C0011795
1339	C0011796
1340	C0011806
1341	C0011810
1342	C0011812
1343	C0011813
1344	C0011816
1345	C0011817
1346	C0011821
1347	C0011824
1348	C0011848
1349	C0011849
1350	C0011853
1351	C0011854
1352	C0011859
1353	C0011860
1354	C0011875
1355	C0011880
1356	C0011881
1357	C0011882
1358	C0011884
1359	C0011889
1360	C0011892
1361	C0011953
1362	C0011967
1363	C0011969
1364	C0011974
1365	C0011991
1366	C0011992
1367	C0011993
1368	C0012004
1369	C0012005
1370	C0012010
1371	C0012013
1372	C0012022
1373	C0012024
1374	C0012026
1375	C0012030
1376	C0012037
1377	C0012050
1378	C0012052
1379	C0012054
1380	C0012055
1381	C0012060
1382	C0012062
1383	C0012063
1384	C0012074
1385	C0012081
1386	C0012082
1387	C0012084
1388	C0012086
1389	C0012087
1390	C0012091
1391	C0012093
1392	C0012098
1393	C0012125
1394	C0012132
1395	C0012133
1396	C0012141
1397	C0012145
1398	C0012170
1399	C0012171
1400	C0012172
1401	C0012191
1402	C0012194
1403	C0012197
1404	C0012200
1405	C0012201
1406	C0012203
1407	C0012228
1408	C0012242
1409	C0012243
1410	C0012253
1411	C0012258
1412	C0012262
1413	C0012265
1414	C0012271
1415	C0012273
1416	C0012288
1417	C0012289
1418	C0012290
1419	C0012291
1420	C0012294
1421	C0012306
1422	C0012311
1423	C0012315
1424	C0012317
1425	C0012319
1426	C0012322
1427	C0012328
1428	C0012341
1429	C0012359
1430	C0012367
1431	C0012373
1432	C0012381
1433	C0012383
1434	C0012384
1435	C0012386
1436	C0012390
1437	C0012393
1438	C0012403
1439	C0012411
1440	C0012422
1441	C0012426
1442	C0012429
1443	C0012431
1444	C0012456
1445	C0012459
1446	C0012460
1447	C0012463
1448	C0012471
1449	C0012472
1450	C0012484
1451	C0012497
1452	C0012498
1453	C0012503
1454	C0012512
1455	C0012522
1456	C0012525
1457	C0012544
1458	C0012546
1459	C0012547
1460	C0012550
1461	C0012551
1462	C0012561
1463	C0012569
1464	C0012572
1465	C0012582
1466	C0012586
1467	C0012589
1468	C0012590
1469	C0012602
1470	C0012624
1471	C0012644
1472	C0012655
1473	C0012682
1474	C0012691
1475	C0012694
1476	C0012695
1477	C0012702
1478	C0012715
1479	C0012739
1480	C0012746
1481	C0012771
1482	C0012772
1483	C0012773
1484	C0012780
1485	C0012789
1486	C0012798
1487	C0012804
1488	C0012813
1489	C0012814
1490	C0012817
1491	C0012833
1492	C0012847
1493	C0012963
1494	C0012968
1495	C0012979
1496	C0013015
1497	C0013023
1498	C0013030
1499	C0013036
1500	C0013065
1501	C0013069
1502	C0013080
1503	C0013084
1504	C0013085
1505	C0013089
1506	C0013090
1507	C0013092
1508	C0013100
1509	C0013136
1510	C0013182
1511	C0013221
1512	C0013229
1513	C0013231
1514	C0013238
1515	C0013254
1516	C0013261
1517	C0013264
1518	C0013274
1519	C0013289
1520	C0013291
1521	C0013295
1522	C0013298
1523	C0013312
1524	C0013328
1525	C0013330
1526	C0013336
1527	C0013338
1528	C0013340
1529	C0013345
1530	C0013355
1531	C0013360
1532	C0013362
1533	C0013369
1534	C0013370
1535	C0013377
1536	C0013378
1537	C0013384
1538	C0013386
1539	C0013390
1540	C0013393
1541	C0013395
1542	C0013403
1543	C0013404
1544	C0013405
1545	C0013415
1546	C0013418
1547	C0013421
1548	C0013423
1549	C0013428
1550	C0013447
1551	C0013449
1552	C0013456
1553	C0013473
1554	C0013481
1555	C0013491
1556	C0013502
1557	C0013504
1558	C0013528
1559	C0013530
1560	C0013537
1561	C0013547
1562	C0013575
1563	C0013578
1564	C0013581
1565	C0013589
1566	C0013592
1567	C0013595
1568	C0013604
1569	C0013608
1570	C0013615
1571	C0013617
1572	C0013618
1573	C0013714
1574	C0013725
1575	C0013757
1576	C0013832
1577	C0013853
1578	C0013880
1579	C0013882
1580	C0013884
1581	C0013900
1582	C0013903
1583	C0013911
1584	C0013922
1585	C0013926
1586	C0013927
1587	C0013928
1588	C0013974
1589	C0013982
1590	C0013990
1591	C0014008
1592	C0014009
1593	C0014020
1594	C0014025
1595	C0014027
1596	C0014035
1597	C0014038
1598	C0014055
1599	C0014057
1600	C0014059
1601	C0014063
1602	C0014065
1603	C0014068
1604	C0014070
1605	C0014072
1606	C0014077
1607	C0014100
1608	C0014116
1609	C0014117
1610	C0014118
1611	C0014121
1612	C0014122
1613	C0014130
1614	C0014132
1615	C0014145
1616	C0014170
1617	C0014173
1618	C0014175
1619	C0014179
1620	C0014236
1621	C0014252
1622	C0014264
1623	C0014267
1624	C0014277
1625	C0014294
1626	C0014298
1627	C0014310
1628	C0014324
1629	C0014335
1630	C0014347
1631	C0014356
1632	C0014358
1633	C0014372
1634	C0014378
1635	C0014390
1636	C0014394
1637	C0014417
1638	C0014432
1639	C0014457
1640	C0014461
1641	C0014474
1642	C0014479
1643	C0014486
1644	C0014518
1645	C0014527
1646	C0014534
1647	C0014544
1648	C0014547
1649	C0014548
1650	C0014549
1651	C0014550
1652	C0014553
1653	C0014556
1654	C0014557
1655	C0014561
1656	C0014563
1657	C0014582
1658	C0014588
1659	C0014591
1660	C0014614
1661	C0014630
1662	C0014695
1663	C0014696
1664	C0014699
1665	C0014704
1666	C0014705
1667	C0014707
1668	C0014708
1669	C0014710
1670	C0014711
1671	C0014713
1672	C0014714
1673	C0014724
1674	C0014740
1675	C0014742
1676	C0014743
1677	C0014752
1678	C0014758
1679	C0014804
1680	C0014806
1681	C0014809
1682	C0014810
1683	C0014822
1684	C0014824
1685	C0014836
1686	C0014839
1687	C0014848
1688	C0014849
1689	C0014850
1690	C0014852
1691	C0014858
1692	C0014859
1693	C0014863
1694	C0014866
1695	C0014868
1696	C0014869
1697	C0014877
1698	C0014892
1699	C0014912
1700	C0014921
1701	C0014922
1702	C0014927
1703	C0014938
1704	C0014939
1705	C0014942
1706	C0014962
1707	C0014963
1708	C0014964
1709	C0014987
1710	C0014994
1711	C0014996
1712	C0015008
1713	C0015011
1714	C0015018
1715	C0015020
1716	C0015021
1717	C0015023
1718	C0015025
1719	C0015042
1720	C0015043
1721	C0015046
1722	C0015051
1723	C0015052
1724	C0015058
1725	C0015063
1726	C0015075
1727	C0015079
1728	C0015081
1729	C0015083
1730	C0015087
1731	C0015090
1732	C0015091
1733	C0015093
1734	C0015097
1735	C0015101
1736	C0015104
1737	C0015109
1738	C0015111
1739	C0015116
1740	C0015117
1741	C0015120
1742	C0015121
1743	C0015131
1744	C0015132
1745	C0015133
1746	C0015134
1747	C0015137
1748	C0015153
1749	C0015190
1750	C0015205
1751	C0015230
1752	C0015300
1753	C0015302
1754	C0015306
1755	C0015309
1756	C0015310
1757	C0015379
1758	C0015393
1759	C0015395
1760	C0015397
1761	C0015398
1762	C0015402
1763	C0015403
1764	C0015404
1765	C0015405
1766	C0015407
1767	C0015408
1768	C0015411
1769	C0015414
1770	C0015423
1771	C0015424
1772	C0015456
1773	C0015459
1774	C0015464
1775	C0015467
1776	C0015468
1777	C0015469
1778	C0015480
1779	C0015499
1780	C0015503
1781	C0015506
1782	C0015519
1783	C0015523
1784	C0015526
1785	C0015530
1786	C0015540
1787	C0015544
1788	C0015558
1789	C0015620
1790	C0015624
1791	C0015625
1792	C0015627
1793	C0015634
1794	C0015637
1795	C0015644
1796	C0015645
1797	C0015652
1798	C0015655
1799	C0015668
1800	C0015672
1801	C0015674
1802	C0015676
1803	C0015677
1804	C0015684
1805	C0015686
1806	C0015688
1807	C0015689
1808	C0015690
1809	C0015691
1810	C0015694
1811	C0015695
1812	C0015696
1813	C0015732
1814	C0015734
1815	C0015772
1816	C0015773
1817	C0015777
1818	C0015799
1819	C0015802
1820	C0015814
1821	C0015821
1822	C0015822
1823	C0015824
1824	C0015827
1825	C0015832
1826	C0015837
1827	C0015840
1828	C0015846
1829	C0015848
1830	C0015860
1831	C0015900
1832	C0015919
1833	C0015923
1834	C0015927
1835	C0015929
1836	C0015930
1837	C0015934
1838	C0015944
1839	C0015951
1840	C0015957
1841	C0015967
1842	C0015970
1843	C0016006
1844	C0016018
1845	C0016022
1846	C0016023
1847	C0016034
1848	C0016045
1849	C0016052
1850	C0016053
1851	C0016057
1852	C0016059
1853	C0016063
1854	C0016072
1855	C0016085
1856	C0016095
1857	C0016124
1858	C0016142
1859	C0016154
1860	C0016156
1861	C0016157
1862	C0016161
1863	C0016167
1864	C0016169
1865	C0016190
1866	C0016198
1867	C0016199
1868	C0016204
1869	C0016219
1870	C0016225
1871	C0016229
1872	C0016245
1873	C0016267
